;edit_history_tweet_ids;id;text;intent
654;['1622558166272573440'];1622558166272573440;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
655;['1622557450401624064'];1622557450401624064;@BernieSanders maybe USA need a new politic system, how about communism?;politic
656;['1622557090563719170'];1622557090563719168;RT @VictorySlap4700: @eihtbeezy @ShooterLibby Yeah out west prisons is ran by race you gotta politic or you gonna get dealt with. The BGF d…;politic
657;['1622557040638820353'];1622557040638820352;"@Pule_EM I like what you are saying but I must put it to you that lobbying comes in many forms  like this saying ""THE ENEMY OF MY ENEMY IS MY FRIEND""
In other words you need to be opportunistic in the politic otherwise you will come out empty handed.
Hyenas are masters in this game.";politic
658;['1622556730717622273'];1622556730717622272;i think my least favourite brand of current proto-fash bullshit masquerading as intellectualism is the kurzgesagt, EA, etc. corporatism. The will to unify humanity as some sort of body politic is not unique to them, but they are uniquely stupid in what they want to do with it;politic
659;['1622556708852895749'];1622556708852895744;"@ShashiTharoor Cowardice asks question is it safe? Expediency- is it politic ? Vanity- is it popular? But conscience asks the question is it right?. One must take a position that is neither safe, nor politic, nor popular but our conscience tells us that it is right”.
—Martin Luther King";politic
660;['1622556234829402112'];1622556234829402112;They have grown again like cancer in the body politic. https://t.co/dsqDBkF4R2;politic
661;['1622555757240614913'];1622555757240614912;@alinaspadfoot sorry im not into like politic stuff, is it bad?;politic
662;['1622555532971089920'];1622555532971089920;"@politic_animal Fill your boots

https://t.co/7DsmpNenuL";politic
663;['1622555467426971648'];1622555467426971648;GOP insiders warn Nikki Haley lacks support, will have to 'prove' herself as 2024 presidential field expands https://t.co/CfTkEXlZic  - @politic_talks #Politics #Political;politic
664;['1622554660493045761'];1622554660493045760;@NawazshrifMNS Qasim and Suleman didn't loot Pakistan as did by whole Shareer family neither they ever involved in Pakistan politic. Yep never enjoy protocol like Shareer family does all the time,no matter in power or not in power.;politic
665;['1622554228127399936'];1622554228127399936;Male socialization is the cornerstone of the transgenderist politic.;politic
666;['1622554202835947526'];1622554202835947520;@MichaelKugelman Army’s corruption and constant interference in politic.;politic
667;['1622553189940592640'];1622553189940592640;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
668;['1622552960948400135'];1622552960948400128;"How do I explain ‘White Grievance Politic’ to her?

How do I explain that Trump supporters have become enthralled with a cult of personality, and they are hateful &amp; violent?

Maybe @RepGarbarino &amp; @leezeldin can explain how MAGA are extremists &amp; dangerous to her &amp; her country??";politic
669;['1622552490486136834'];1622552490486136832;@brobson_politic I do find it interesting he or they have several bankruptcy’s going on though.;politic
670;['1622551583174103040'];1622551583174103040;"BREXIT: Three Years On
The Lie So Etched on Britain’s Body Politic
#BrexitLies 
https://t.co/OkRuajLpTe";politic
671;['1622550915902500865'];1622550915902500864;@brobson_politic @ellymelly Literally not a single study supports what he’s saying. I don’t know why you’re using an eye doctor as your source;politic
672;['1622550784817655808'];1622550784817655808;@SaharaReporters He will definitely support, don't you remember what happened last party primary election, because he doesn't have money, he was side tracked by his then party, moreso, he doesn't believe in money politic, what of the man with eight trailers of Naira notes. Nigerians think.;politic
673;['1622550086516609024'];1622550086516609024;@RizkiAsihan Money politic;politic
674;['1622549443181510658'];1622549443181510656;@Terror_Alarm Please give some resect for the loss, no politic please.;politic
675;['1622549439020670977'];1622549439020670976;@HilawJamal1891 @Maverickk_007 @Morris_Monye So we need to follow up before given us update for someone who was unjustly k!lled? Well let God almighty be the judge. There’s life after politic, if u are saying the right thing time will tell;politic
676;['1622547630835265541'];1622547630835265536;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
677;['1622547609431703554'];1622547609431703552;@IvanOkuda Someone a former Army Commander and now heading a political party much as it has no representative in parliament but holds a space in the country’s body politic surely the Journalst simply had a bad with this Interview - Remember ounce a Soldier always a soldier.;politic
678;['1622547445098872833'];1622547445098872832;@SelbJim @socalpopulist @LI_politic_guy @MWPolitics101 can't prove a negative;politic
679;['1622545958184837120'];1622545958184837120;@brobson_politic @GemmaTognini Malcolm!!! Love that movie;politic
680;['1622545806766051328'];1622545806766051328;@EnFaitAmineC @FrancisGaitho moroccan wanted to do politic not play football... better stay in the cannabis-kingdom.;politic
681;['1622545588033146888'];1622545588033146880;"@Bumbar_u_letu @GunterFehlinger 🇽🇰 has his own gvnmt, presdt., parliament, dem. election, and constitution. Recognised by the EU parliament, European Council (soon), and countries in neighbourhood. Relation with 🇩🇪 , 🇫🇷, 🇬🇧, 🇺🇸, 🇮🇹...
According to intrn. law is a sovereign state.  
UN is politic, not law inst.";politic
682;['1622545576083566592'];1622545576083566592;"RT @Nicole_Izoduwa: Death toll from Katsina attacks rises to 98 &amp; no word from Governors.There comes a time when one must take a position t…";politic
683;['1622545457640767494'];1622545457640767488;@brobson_politic Geez our country is in deep trouble god help us. 🇦🇺;politic
684;['1622545334152105984'];1622545334152105984;@brobson_politic Good pick up Ben looks like another story debunked well done mate;politic
685;['1622544483052142594'];1622544483052142592;What really is bothering Kenyans. Do we want to politic for the rest of our lives at the expense of the lives of Kenyans?;politic
686;['1622544458939072512'];1622544458939072512;@moe207493 @RobinPinkney1 @JYZOVRRTED Ain’t the Gods blackballed and offset the richest Gd. Nigga could politic in Bk and Chitown scoop and the shooter 😂 like money make it all possible. He could get busy frfr;politic
687;['1622543979886809088'];1622543979886809088;"@brobson_politic @freethought202 Speak freely, as if Madame Bandt had the pills to pull her up!
#VoteNo https://t.co/gtyXcV3UHy";politic
688;['1622543543238549507'];1622543543238549504;@friendlypup072 @socalpopulist @LI_politic_guy @MWPolitics101 You know hell isn't real how exactly? Show me with science it doesn't exist.;politic
689;['1622543453027459072'];1622543453027459072;What really is bothering Kenyans. Do we want to politic for the rest of our lives at the expense of the lives of Kenyans? https://t.co/tR3Y5p8OFy;politic
690;['1622541115445460992'];1622541115445460992;RT @Protestia: Cross-Politic Host Gabe Rench Wins Lawsuit Against City Over COVID Arrest at Worship Event https://t.co/TNXUzKXMrJ https://t…;politic
691;['1622541022931681281'];1622541022931681280;Cross-Politic Host Gabe Rench Wins Lawsuit Against City Over COVID Arrest at Worship Event https://t.co/TNXUzKXMrJ https://t.co/THoh5U1eND;politic
692;['1622539910459666432'];1622539910459666432;@ttthw_ @binanix if said daughter never said she supported said nazis government, then there's no reason for her to get cancelled, children politic views dont always a line with parents. ion care what you guys, just keep that outrage to your side of twt. And babes, you're a foreigner.;politic
693;['1622538798243667968'];1622538798243667968;@RuhidaPTIPK no parent shoukd bury their children, especially not for some politic power nonsense;politic
694;['1622538791222235137'];1622538791222235136;"@hrw, how about ""sport without politic""? @OlympicCh_pt";politic
695;['1622537977187667971'];1622537977187667968;Biden battered by crises since last State of the Union https://t.co/zPZLx2rSq8  - @politic_talks #Politics #Political;politic
696;['1622537825269727233'];1622537825269727232;I think the main failing Corbyn had was also a symptom of his greatest quality. He didn't over politic his words like most. Unfortunately that led to a few things that look bad/weird out of context, like this. This quote is accurate but not reflective of his point... https://t.co/FOlHo1SAf6;politic
697;['1622537824057823233'];1622537824057823232;@socalpopulist @LI_politic_guy @MWPolitics101 Reality go brrrr;politic
698;['1622537517898629121'];1622537517898629120;"RT @NarcAware: This is why.
https://t.co/fRs6nbBhJI";politic
